18/03/2015,11,-3,696,371,1037
19/03/2015,11,-3,709,396,1046
20/03/2015,10,3,733,415,1105
21/03/2015,10,1,763,423,1146
22/03/2015,9,-2,648,345,955
23/03/2015,10,1,671,366,995
24/03/2015,8,-1,685,364,1017
25/03/2015,9,-3,691,380,1028
26/03/2015,9,2,736,402,1067
27/03/2015,10,1,720,391,1064
28/03/2015,13,7,773,441,1193
29/03/2015,9,4,660,354,985
30/03/2015,11,4,681,368,1017
31/03/2015,11,4,698,379,1039
1/4/2015,8,4,724,394,1069
2/4/2015,10,5,784,437,1158
3/4/2015,11,6,802,475,1202
4/4/2015,12,7,854,479,1225
5/4/2015,15,5,0,0,0
6/4/2015,15,5,690,375,1041
7/4/2015,15,6,716,390,1060
8/4/2015,17,1,724,404,1071
9/4/2015,18,5,736,421,1113
10/4/2015,19,6,764,431,1153
11/4/2015,11,5,766,420,1130
12/4/2015,13,2,664,357,995
13/04/2015,14,0,680,368,1009
14/04/2015,18,8,723,394,1102
15/04/2015,12,4,708,395,1062
16/04/2015,15,4,728,413,1111
17/04/2015,13,5,768,434,1157
18/04/2015,14,3,780,450,1140
19/04/2015,13,1,662,355,990
20/04/2015,15,1,686,372,1019
21/04/2015,19,1,715,385,1066
22/04/2015,18,3,722,394,1082
23/04/2015,19,4,748,412,1120
24/04/2015,15,5,763,419,1116
25/04/2015,14,6,777,440,1154
26/04/2015,11,1,658,352,980
27/04/2015,11,-2,669,357,990
28/04/2015,12,3,702,379,1041
29/04/2015,12,4,701,383,1051
30/04/2015,12,4,734,419,1057
1/5/2015,11,0,738,404,1055
2/5/2015,9,4,756,434,1095
3/5/2015,17,7,682,370,1040
4/5/2015,15,8,698,379,1059
5/5/2015,14,9,713,386,1069
6/5/2015,10,7,719,386,1049
7/5/2015,13,6,727,417,1095
8/5/2015,14,5,746,421,1091
9/5/2015,12,6,768,446,1136
10/5/2015,17,7,682,370,1040
11/5/2015,19,12,711,387,1099
12/5/2015,15,10,713,391,1084
13/05/2015,16,7,735,409,1102
14/05/2015,11,7,739,411,1083
15/05/2015,16,7,779,447,1180
16/05/2015,13,7,783,440,1154
17/05/2015,13,6,672,363,1015
18/05/2015,12,6,683,378,1027
19/05/2015,11,5,701,386,1047
20/05/2015,12,6,720,388,1063
21/05/2015,15,6,748,415,1094
22/05/2015,16,10,780,433,1146
23/05/2015,18,8,786,436,1166
24/05/2015,13,8,676,366,1025
25/05/2015,14,9,696,379,1064
26/05/2015,14,6,713,389,1069
27/05/2015,16,6,729,400,1112
28/05/2015,14,8,742,408,1075
29/05/2015,12,6,750,421,1114
30/05/2015,14,5,796,466,1143
31/05/2015,12,6,670,361,1010
1/6/2015,11,4,682,370,1024
2/6/2015,17,8,719,393,1085
3/6/2015,16,8,736,397,1096
4/6/2015,21,6,760,413,1148
5/6/2015,20,8,775,441,1145
6/6/2015,16,8,805,443,1211
7/6/2015,15,7,678,367,1030
8/6/2015,16,4,689,378,1051
9/6/2015,16,4,706,396,1068
10/6/2015,18,4,736,409,1098
11/6/2015,21,7,764,421,1168
12/6/2015,24,9,797,447,1198
13/06/2015,17,12,791,461,1197
14/06/2015,13,8,676,366,1025
15/06/2015,18,5,693,383,1054
16/06/2015,21,11,736,411,1124
17/06/2015,18,11,742,417,1139
18/06/2015,15,8,748,404,1139
19/06/2015,14,10,777,418,1137
20/06/2015,18,12,793,439,1191
21/06/2015,16,11,688,375,1055
22/06/2015,15,9,698,382,1057
23/06/2015,20,9,724,409,1111
24/06/2015,20,9,746,413,1127
25/06/2015,22,11,766,431,1194
26/06/2015,20,12,767,440,1181
27/06/2015,21,11,794,469,1233
28/06/2015,21,12,700,384,1085
29/06/2015,21,12,718,396,1109
30/06/2015,28,15,755,420,1189
1/7/2015,30,19,781,441,1229
2/7/2015,21,11,751,427,1171
3/7/2015,24,10,788,452,1147
4/7/2015,23,12,769,471,1216
5/7/2015,21,10,696,381,1075
6/7/2015,17,10,702,389,1077
7/7/2015,19,12,729,400,1132
8/7/2015,16,11,745,417,1125
9/7/2015,17,8,756,421,1133
10/7/2015,26,11,789,442,1225
11/7/2015,20,14,784,455,1191
12/7/2015,19,12,696,381,1075
13/07/2015,18,13,711,393,1099
14/07/2015,20,14,738,410,1132
15/07/2015,17,9,733,408,1087
16/07/2015,22,7,771,422,1165
17/07/2015,20,11,780,453,1158
18/07/2015,20,9,776,467,1167
19/07/2015,18,11,692,378,1065
20/07/2015,21,10,714,393,1096
21/07/2015,19,13,730,412,1118
22/07/2015,17,11,745,410,1107
23/07/2015,17,11,761,422,1138
24/07/2015,16,8,771,431,1106
25/07/2015,18,10,788,460,1201
26/07/2015,15,9,682,370,1040
27/07/2015,16,13,709,391,1082
28/07/2015,15,10,717,395,1087
29/07/2015,17,9,728,410,1151
30/07/2015,16,9,752,404,1137
31/07/2015,19,6,757,445,1163
1/8/2015,16,11,792,459,1226
2/8/2015,22,11,700,384,1085
3/8/2015,21,13,722,392,1112
4/8/2015,19,12,733,411,1120
5/8/2015,19,13,746,418,1150
6/8/2015,18,9,773,430,1160
7/8/2015,21,6,784,440,1171
8/8/2015,24,11,816,463,1255
9/8/2015,22,13,704,387,1095
10/8/2015,21,12,714,396,1110
11/8/2015,20,9,723,395,1105
12/8/2015,23,7,743,419,1146
13/08/2015,19,10,750,423,1134
14/08/2015,16,14,786,441,1171
15/08/2015,17,10,784,449,1175
16/08/2015,19,7,686,373,1050
17/08/2015,20,12,714,393,1098
18/08/2015,18,8,720,395,1084
19/08/2015,19,13,757,412,1149
20/08/2015,21,15,759,445,1169
21/08/2015,22,18,789,455,1209
22/08/2015,24,15,808,470,1258
23/08/2015,25,13,710,391,1110
24/08/2015,20,9,707,387,1092
25/08/2015,17,9,718,392,1097
26/08/2015,20,13,755,418,1168
27/08/2015,20,11,754,434,1176
28/08/2015,19,10,787,429,1208
29/08/2015,20,12,804,445,1215
30/08/2015,18,10,690,376,1060
31/08/2015,16,12,707,389,1079
1/9/2015,16,10,716,399,1092
2/9/2015,16,9,725,412,1113
3/9/2015,14,8,747,423,1111
4/9/2015,15,8,772,411,1156
5/9/2015,16,7,791,442,1173
6/9/2015,16,6,678,367,1030
7/9/2015,19,8,708,383,1072
8/9/2015,16,6,713,391,1074
9/9/2015,17,10,737,417,1117
10/9/2015,20,9,761,413,1173
11/9/2015,20,10,773,439,1191
12/9/2015,16,9,794,437,1196
13/09/2015,17,8,684,372,1045
14/09/2015,14,8,697,377,1056
15/09/2015,16,7,715,388,1091
16/09/2015,16,6,721,411,1088
17/09/2015,15,7,741,419,1104
18/09/2015,18,6,771,444,1151
19/09/2015,18,6,783,452,1155
20/09/2015,16,7,680,369,1035
21/09/2015,15,10,702,384,1066
22/09/2015,16,10,714,392,1085
23/09/2015,15,7,733,403,1097
24/09/2015,15,9,755,420,1115
25/09/2015,15,7,781,432,1111
26/09/2015,16,4,777,425,1162
27/09/2015,17,4,676,366,1025
28/09/2015,18,6,696,385,1064
29/09/2015,17,7,714,392,1093
30/09/2015,18,10,732,413,1125
1/10/2015,18,7,751,421,1123
2/10/2015,17,3,751,415,1137
3/10/2015,10,3,747,430,1138
4/10/2015,15,6,676,366,1025
5/10/2015,19,11,709,386,1092
6/10/2015,19,12,735,413,1118
7/10/2015,14,9,744,413,1089
8/10/2015,16,7,749,426,1121
9/10/2015,17,7,770,439,1149
10/10/2015,14,6,752,432,1166
11/10/2015,14,6,674,364,1020
12/10/2015,13,2,680,368,1018
13/10/2015,12,5,704,386,1043
14/10/2015,14,2,716,405,1049
15/10/2015,13,3,737,398,1089
16/10/2015,12,8,758,443,1126
17/10/2015,13,8,780,425,1161
18/10/2015,13,10,680,369,1035
19/10/2015,15,7,695,379,1054
20/10/2015,14,6,702,380,1066
21/10/2015,14,9,730,419,1100
22/10/2015,14,5,741,401,1097
23/10/2015,12,5,750,412,1127
24/10/2015,12,5,774,426,1142
25/10/2015,10,4,662,355,990
26/10/2015,14,7,690,378,1047
27/10/2015,17,10,716,400,1091
28/10/2015,14,10,729,419,1097
29/10/2015,14,9,751,428,1147
30/10/2015,18,10,778,446,1133
31/10/2015,15,9,780,434,1143
1/11/2015,13,7,674,364,1020
2/11/2015,10,4,683,367,1012
3/11/2015,11,4,694,379,1042
4/11/2015,14,10,728,409,1122
5/11/2015,15,10,737,410,1102
6/11/2015,15,11,772,409,1195
7/11/2015,16,7,792,436,1192
8/11/2015,15,7,678,367,1030
9/11/2015,16,7,699,382,1056
10/11/2015,17,14,729,403,1122
11/11/2015,15,10,736,416,1101
12/11/2015,14,7,752,409,1103
13/11/2015,9,6,755,423,1095
14/11/2015,14,5,778,440,1143
15/11/2015,15,13,690,376,1060
16/11/2015,14,7,691,376,1049
17/11/2015,14,7,708,390,1070
18/11/2015,13,7,727,399,1103
19/11/2015,10,6,731,401,1076
20/11/2015,7,0,727,401,1084
21/11/2015,4,-2,749,403,1075
22/11/2015,6,-2,642,340,940
23/11/2015,7,-2,662,352,967
24/11/2015,9,6,697,376,1038
25/11/2015,10,6,714,390,1050
26/11/2015,11,8,744,408,1122
27/11/2015,11,3,750,425,1096
28/11/2015,8,2,732,414,1111
29/11/2015,13,5,670,361,1010
30/11/2015,12,3,679,366,1016
1/12/2015,13,3,700,390,1045
2/12/2015,12,8,721,401,1081
3/12/2015,13,7,742,395,1127
4/12/2015,12,5,766,427,1097
5/12/2015,12,11,802,414,1198
6/12/2015,13,4,668,360,1005
7/12/2015,14,7,690,382,1053
8/12/2015,12,4,706,381,1046
9/12/2015,11,3,719,394,1073
10/12/2015,11,5,736,411,1087
11/12/2015,8,3,765,407,1082
12/12/2015,12,3,760,438,1117
13/12/2015,7,-1,646,343,950
14/12/2015,9,7,681,372,1020
15/12/2015,12,8,706,384,1064
16/12/2015,14,12,730,409,1113
17/12/2015,14,11,757,417,1130
18/12/2015,12,9,793,443,1137
19/12/2015,15,12,838,498,1271
20/12/2015,14,7,760,441,1160
21/12/2015,11,5,790,467,1203
22/12/2015,14,8,848,510,1305
23/12/2015,9,5,872,536,1318
24/12/2015,11,3,931,585,1404
25/12/2015,14,3,0,0,0
26/12/2015,14,8,756,454,1162
27/12/2015,12,3,664,357,995
28/12/2015,13,10,696,380,1060
29/12/2015,12,8,712,383,1064
30/12/2015,13,6,731,399,1089
31/12/2015,8,2,734,394,1068
1/1/2016,7,0,729,417,1099
2/1/2016,10,7,762,423,1104
3/1/2016,8,5,660,354,985
4/1/2016,8,6,680,368,1013
5/1/2016,8,5,697,379,1022
6/1/2016,9,3,700,384,1026
7/1/2016,7,2,719,387,1039
8/1/2016,7,2,732,406,1073
9/1/2016,9,5,771,427,1132
10/1/2016,7,3,654,349,970
11/1/2016,6,2,669,358,981
12/1/2016,7,4,692,371,1017
13/01/2016,5,1,694,382,1024
14/01/2016,4,0,706,396,1041
15/01/2016,5,-1,715,381,1074
16/01/2016,2,-4,746,394,996
17/01/2016,3,0,640,339,935
18/01/2016,5,3,663,353,983
19/01/2016,5,1,677,357,1002
20/01/2016,5,-1,702,366,995
21/01/2016,6,1,718,400,1038
22/01/2016,11,5,747,434,1101
23/01/2016,10,5,768,421,1125
24/01/2016,14,9,680,369,1035
25/01/2016,14,6,692,376,1045
26/01/2016,12,6,703,388,1042
27/01/2016,14,4,735,402,1100
28/01/2016,11,1,734,420,1046
29/01/2016,12,7,732,427,1145
30/01/2016,8,2,745,407,1130
31/01/2016,12,2,662,355,990
1/2/2016,13,8,694,376,1048
2/2/2016,7,2,685,369,1005
3/2/2016,7,1,701,387,1035
4/2/2016,10,4,727,404,1083
5/2/2016,10,5,736,417,1110
6/2/2016,10,3,788,426,1138
7/2/2016,8,3,656,351,975
8/2/2016,8,5,682,363,1012
9/2/2016,6,1,678,362,999
10/2/2016,7,2,701,388,1039
11/2/2016,8,1,710,388,1054
12/2/2016,6,1,724,387,1075
13/02/2016,6,1,761,422,1091
14/02/2016,6,0,646,343,950
15/02/2016,6,-3,655,348,955
16/02/2016,6,-3,675,364,989
17/02/2016,5,2,696,383,1017
18/02/2016,7,-2,719,394,1039
19/02/2016,9,0,729,401,1052
20/02/2016,9,6,785,424,1160
21/02/2016,13,7,674,364,1020
22/02/2016,7,2,670,360,986
23/02/2016,7,-2,672,368,982
24/02/2016,6,-4,685,383,991
25/02/2016,5,-3,697,380,1024
26/02/2016,7,2,752,401,1084
27/02/2016,6,0,746,413,1098
28/02/2016,7,-2,644,342,945
29/02/2016,6,-3,654,350,957
1/3/2016,13,4,698,387,1048
2/3/2016,7,1,703,378,1019
3/3/2016,8,0,717,387,1061
4/3/2016,4,0,734,418,1057
5/3/2016,7,1,766,428,1084
6/3/2016,5,-1,642,340,940
7/3/2016,7,-2,659,354,967
8/3/2016,7,-2,680,363,983
9/3/2016,7,3,704,392,1025
10/3/2016,8,0,718,403,1047
11/3/2016,10,-1,728,390,1067
12/3/2016,10,4,753,413,1115
13/03/2016,13,4,668,360,1005
14/03/2016,12,1,680,368,1014
15/03/2016,11,5,699,384,1037
16/03/2016,12,3,722,400,1083
17/03/2016,11,0,735,394,1065
18/03/2016,7,-1,742,408,1046
19/03/2016,9,5,782,420,1138
20/03/2016,12,3,664,357,995
21/03/2016,10,1,670,363,995
22/03/2016,9,3,689,376,1025
23/03/2016,8,3,723,398,1047
24/03/2016,10,5,754,432,1088
25/03/2016,13,2,795,457,1180
26/03/2016,14,5,857,505,1213
27/03/2016,11,4,0,0,0
28/03/2016,9,3,675,365,1004
29/03/2016,9,2,691,373,1027
30/03/2016,10,1,718,385,1049
31/03/2016,12,2,728,396,1090
1/4/2016,9,0,743,399,1069
2/4/2016,12,7,759,426,1201
3/4/2016,14,6,674,364,1020
4/4/2016,13,8,694,376,1049
5/4/2016,11,6,704,381,1060
6/4/2016,9,4,708,380,1038
7/4/2016,10,4,732,389,1127
8/4/2016,12,5,746,388,1091
9/4/2016,10,2,767,431,1146
10/4/2016,12,-2,654,349,970
11/4/2016,16,7,698,381,1054
12/4/2016,10,3,695,376,1013
13/04/2016,14,1,724,398,1050
14/04/2016,12,5,727,411,1096
15/04/2016,9,3,745,427,1099
16/04/2016,10,1,737,425,1115
17/04/2016,11,-2,652,348,965
18/04/2016,11,6,687,371,1027
19/04/2016,15,1,696,378,1058
20/04/2016,16,1,718,385,1076
21/04/2016,17,2,750,400,1100
22/04/2016,13,4,770,437,1115
23/04/2016,11,2,762,410,1140
24/04/2016,8,3,656,351,975
25/04/2016,10,3,677,366,1010
26/04/2016,9,2,687,377,1013
27/04/2016,9,-1,700,381,1017
28/04/2016,8,-1,702,390,1030
29/04/2016,8,1,729,414,1039
30/04/2016,11,0,751,419,1141
1/5/2016,11,4,664,357,995
2/5/2016,13,6,689,377,1034
3/5/2016,13,3,708,384,1048
4/5/2016,17,5,732,399,1112
5/5/2016,20,7,759,420,1129
6/5/2016,20,8,773,450,1150
7/5/2016,21,10,787,431,1197
8/5/2016,26,13,712,393,1115
9/5/2016,25,13,726,406,1133
10/5/2016,17,13,722,403,1113
11/5/2016,19,12,750,418,1154
12/5/2016,22,11,767,439,1155
13/05/2016,16,8,770,453,1129
14/05/2016,14,4,766,444,1142
15/05/2016,14,3,668,360,1005
16/05/2016,11,4,680,369,1018
17/05/2016,18,3,711,387,1061
18/05/2016,15,10,739,408,1106
19/05/2016,16,10,753,401,1134
20/05/2016,17,11,766,426,1174
21/05/2016,16,9,789,450,1181
22/05/2016,16,8,682,370,1040
23/05/2016,16,5,689,375,1044
24/05/2016,18,7,718,398,1093
25/05/2016,10,8,722,398,1089
26/05/2016,13,8,747,422,1110
27/05/2016,19,10,773,439,1168
28/05/2016,18,6,788,431,1184
29/05/2016,19,8,688,375,1055
30/05/2016,20,8,708,386,1089
31/05/2016,19,10,731,402,1103
1/6/2016,16,9,734,413,1111
2/6/2016,15,8,739,413,1110
3/6/2016,21,6,772,431,1156
4/6/2016,24,13,815,455,1233
5/6/2016,25,12,708,390,1105
6/6/2016,26,11,728,399,1125
7/6/2016,25,12,740,412,1149
8/6/2016,24,15,760,430,1179
9/6/2016,24,13,789,431,1212
10/6/2016,22,16,798,439,1180
11/6/2016,18,15,808,442,1231
12/6/2016,18,14,698,382,1080
13/06/2016,16,14,710,392,1086
14/06/2016,18,13,729,405,1119
15/06/2016,18,11,748,418,1130
16/06/2016,17,12,754,432,1153
17/06/2016,17,12,779,431,1187
18/06/2016,18,11,780,429,1197
19/06/2016,18,10,690,376,1060
20/06/2016,18,12,715,393,1099
21/06/2016,21,11,731,408,1130
22/06/2016,21,13,751,413,1155
23/06/2016,22,12,783,430,1167
24/06/2016,18,11,768,437,1212
25/06/2016,18,11,789,451,1188
26/06/2016,17,12,692,378,1065
27/06/2016,17,12,710,388,1090
28/06/2016,16,10,716,401,1099
29/06/2016,17,9,731,406,1121
30/06/2016,18,9,758,415,1134
1/7/2016,17,9,769,413,1175
2/7/2016,16,7,762,425,1164
3/7/2016,18,9,688,375,1055
4/7/2016,20,8,704,387,1082
5/7/2016,16,13,726,407,1105
6/7/2016,19,8,742,407,1107
7/7/2016,20,14,775,441,1171
8/7/2016,19,15,776,439,1225
9/7/2016,21,15,784,451,1280
10/7/2016,20,16,706,388,1100
11/7/2016,16,13,709,390,1090
12/7/2016,15,10,718,398,1092
13/07/2016,17,9,735,406,1096
14/07/2016,18,9,754,427,1146
15/07/2016,19,10,796,431,1157
16/07/2016,18,13,796,462,1169
17/07/2016,21,13,702,385,1090
18/07/2016,27,13,727,407,1149
19/07/2016,30,16,754,423,1195
20/07/2016,26,17,766,425,1188
21/07/2016,21,13,771,428,1189
22/07/2016,24,16,803,455,1240
23/07/2016,22,14,838,442,1225
24/07/2016,21,14,704,387,1095
25/07/2016,18,14,712,397,1101
26/07/2016,19,14,733,406,1119
27/07/2016,19,12,742,416,1126
28/07/2016,18,11,752,417,1151
29/07/2016,19,13,793,441,1171
30/07/2016,18,11,789,439,1184
31/07/2016,19,11,694,379,1070
1/8/2016,17,10,705,388,1078
2/8/2016,20,14,730,410,1121
3/8/2016,20,15,760,421,1165
4/8/2016,19,13,764,443,1167
5/8/2016,21,12,778,422,1208
6/8/2016,23,12,804,463,1248
7/8/2016,21,15,706,388,1100
8/8/2016,18,12,713,391,1095
9/8/2016,16,8,716,399,1085
10/8/2016,17,11,731,407,1142
11/8/2016,18,13,771,429,1166
12/8/2016,21,15,786,462,1195
13/08/2016,19,14,824,445,1168
14/08/2016,18,11,692,378,1065
15/08/2016,23,8,714,389,1092
16/08/2016,23,11,735,408,1135
17/08/2016,23,11,748,430,1140
18/08/2016,23,13,768,440,1166
19/08/2016,19,15,774,445,1203
20/08/2016,18,14,790,457,1258
21/08/2016,19,15,702,385,1090
22/08/2016,21,17,726,400,1126
23/08/2016,26,16,752,413,1155
24/08/2016,22,14,766,428,1155
25/08/2016,18,16,766,418,1187
26/08/2016,20,11,779,444,1182
27/08/2016,19,9,800,426,1193
28/08/2016,21,15,706,388,1100
29/08/2016,20,13,718,396,1113
30/08/2016,21,12,732,408,1114
31/08/2016,20,13,750,417,1146
1/9/2016,19,10,773,436,1141
2/9/2016,19,12,801,449,1171
3/9/2016,19,12,798,438,1145
4/9/2016,18,14,698,382,1080
5/9/2016,23,14,725,402,1132
6/9/2016,23,19,750,419,1179
7/9/2016,23,18,763,438,1192
8/9/2016,20,15,756,424,1194
9/9/2016,20,15,773,452,1178
10/9/2016,17,11,792,457,1188
11/9/2016,19,9,690,376,1060
12/9/2016,22,13,724,399,1120
13/09/2016,24,16,741,413,1176
14/09/2016,26,16,763,443,1186
15/09/2016,24,13,780,436,1210
16/09/2016,17,13,784,426,1181
17/09/2016,19,9,787,436,1223
18/09/2016,19,7,686,373,1050
19/09/2016,17,10,700,385,1073
20/09/2016,18,9,720,401,1114
21/09/2016,18,11,746,412,1114
22/09/2016,17,10,755,424,1146
23/09/2016,17,9,757,441,1192
24/09/2016,19,12,809,444,1171
25/09/2016,18,10,690,376,1060
26/09/2016,14,10,699,382,1060
27/09/2016,19,13,732,405,1125
28/09/2016,23,12,755,424,1168
29/09/2016,18,9,757,421,1138
30/09/2016,15,8,773,423,1154
1/10/2016,14,8,776,459,1214
2/10/2016,16,3,672,363,1015
3/10/2016,16,7,695,381,1064
4/10/2016,18,10,723,398,1108
5/10/2016,16,9,730,399,1103
6/10/2016,16,6,741,425,1124
7/10/2016,15,10,752,422,1169
8/10/2016,16,11,804,448,1212
9/10/2016,14,6,674,364,1020
10/10/2016,13,7,691,378,1040
11/10/2016,13,6,706,385,1049
12/10/2016,15,9,729,401,1090
13/10/2016,11,8,737,406,1094
14/10/2016,13,7,768,425,1140
15/10/2016,15,7,779,437,1199
16/10/2016,15,9,682,370,1040
17/10/2016,14,9,698,383,1061
18/10/2016,11,8,710,385,1049
19/10/2016,13,9,726,418,1112
20/10/2016,14,8,740,415,1119
21/10/2016,12,4,755,415,1135
22/10/2016,13,3,757,431,1147
23/10/2016,11,2,660,354,985
24/10/2016,12,6,685,374,1028
25/10/2016,13,4,706,394,1031
26/10/2016,15,9,743,394,1105
27/10/2016,14,8,736,407,1116
28/10/2016,14,12,783,426,1152
29/10/2016,14,12,794,449,1204
30/10/2016,12,10,678,367,1030
31/10/2016,16,8,699,383,1065
1/11/2016,11,1,691,370,1030
2/11/2016,10,-1,708,390,1034
3/11/2016,8,3,719,401,1049
4/11/2016,9,5,741,418,1111
5/11/2016,7,2,791,405,1087
6/11/2016,7,1,650,346,960
7/11/2016,8,1,671,360,991
8/11/2016,5,-3,676,358,994
9/11/2016,6,3,703,388,1021
10/11/2016,10,4,716,398,1078
11/11/2016,8,0,733,398,1095
12/11/2016,11,4,775,434,1076
13/11/2016,9,3,658,352,980
14/11/2016,13,8,696,379,1046
15/11/2016,14,9,719,386,1087
16/11/2016,11,5,720,390,1107
17/11/2016,7,3,718,413,1109
18/11/2016,7,2,734,399,1095
19/11/2016,6,1,756,411,1102
20/11/2016,5,-1,642,340,940
21/11/2016,7,0,664,357,970
22/11/2016,7,5,698,388,1023
23/11/2016,8,4,708,396,1048
24/11/2016,8,2,709,393,1060
25/11/2016,9,0,715,414,1108
26/11/2016,2,-4,735,420,1045
27/11/2016,9,1,654,349,970
28/11/2016,9,-1,666,353,985
29/11/2016,5,-4,669,358,975
30/11/2016,6,-3,691,367,984
1/12/2016,9,3,718,405,1081
2/12/2016,8,5,745,412,1108
3/12/2016,7,1,726,431,1075
4/12/2016,7,0,648,345,955
5/12/2016,5,0,660,356,969
6/12/2016,9,2,691,370,1023
7/12/2016,14,9,733,414,1110
8/12/2016,14,7,754,415,1132
9/12/2016,14,10,784,442,1152
10/12/2016,11,7,777,416,1155
11/12/2016,9,5,662,355,990
12/12/2016,8,3,674,361,1001
13/12/2016,12,7,711,380,1054
14/12/2016,12,8,732,408,1099
15/12/2016,10,8,739,412,1079
16/12/2016,10,7,738,418,1133
17/12/2016,8,2,741,424,1099
18/12/2016,7,2,679,374,1009
19/12/2016,7,1,722,407,1069
20/12/2016,6,4,767,443,1145
21/12/2016,8,3,806,480,1221
22/12/2016,8,2,868,523,1292
23/12/2016,11,5,908,581,1392
24/12/2016,11,5,969,611,1448
25/12/2016,14,7,0,0,0
26/12/2016,7,3,668,360,993
27/12/2016,4,-2,672,362,984
28/12/2016,6,-2,697,381,1029
29/12/2016,6,0,709,385,1019
30/12/2016,9,3,736,399,1067
31/12/2016,10,6,772,437,1162
1/1/2017,8,2,796,456,1325
2/1/2017,4,-2,784,442,1279
3/1/2017,7,1,827,474,1362
4/1/2017,8,-2,831,485,1348
5/1/2017,3,-5,826,478,1292
6/1/2017,7,1,868,513,1417
7/1/2017,10,7,905,546,1527
8/1/2017,9,6,814,469,1370
9/1/2017,9,4,824,480,1379
10/1/2017,9,6,849,493,1403
11/1/2017,11,4,862,503,1434
12/1/2017,5,0,856,503,1369
13/01/2017,6,-1,842,514,1343
14/01/2017,6,0,889,537,1390
15/01/2017,9,4,808,465,1355
16/01/2017,9,8,841,488,1408
17/01/2017,7,5,838,491,1391
18/01/2017,8,6,871,501,1405
19/01/2017,7,6,871,509,1443
20/01/2017,8,2,878,507,1453
21/01/2017,4,1,886,535,1439
22/01/2017,3,0,772,438,1265
23/01/2017,6,0,797,459,1308
24/01/2017,7,2,815,474,1365
25/01/2017,7,2,842,481,1380
26/01/2017,3,-3,830,469,1324
27/01/2017,5,-3,868,495,1390
28/01/2017,6,2,887,506,1481
29/01/2017,6,0,782,445,1290
30/01/2017,8,5,826,473,1375
31/01/2017,9,6,846,495,1415
1/2/2017,11,8,873,503,1479
2/2/2017,12,9,902,537,1534
3/2/2017,10,3,875,529,1476
4/2/2017,8,2,904,515,1447
5/2/2017,6,0,782,445,1290
6/2/2017,6,-1,792,453,1304
7/2/2017,10,2,838,483,1388
8/2/2017,5,1,836,486,1363
9/2/2017,3,1,840,486,1361
10/2/2017,4,1,868,493,1426
11/2/2017,4,1,889,520,1406
12/2/2017,4,2,782,445,1290
13/02/2017,9,4,825,473,1382
14/02/2017,9,2,835,487,1375
15/02/2017,10,7,870,505,1464
16/02/2017,11,4,894,501,1472
17/02/2017,11,7,902,537,1538
18/02/2017,10,6,906,558,1481
19/02/2017,11,8,828,480,1405
20/02/2017,15,9,864,506,1478
21/02/2017,12,5,851,502,1415
